analysis_type,station_name,station_type,total_casual_trips_2024,unique_casual_riders,avg_trips_per_active_day,casual_percentage,composite_roi_score,investment_recommendation,recommended_tactics,conservative_conversion_target,optimistic_conversion_target,annual_revenue_potential,campaign_timeline_priority,success_metrics_target
STATION_ROI_ANALYSIS,"""Kedzie Ave & 48th Pl""",Quality Usage Station,470,1,2.32,63.00,69.16,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,71,118,16920,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Midway Orange Line""",Quality Usage Station,265,1,1.95,73.82,69.16,"Low Investment ($500-2,000/year)",Conversion-Focused Signage + Member Benefits Display + Peer Influence,40,66,9540,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ashland Ave & Lake St""",Quality Usage Station,1929,1,5.92,35.92,68.95,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,289,482,69444,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Paulina St & 18th St""",Quality Usage Station,1602,1,5.09,36.33,68.94,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,240,401,57672,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""LaSalle St & Adams St""",Quality Usage Station,1932,1,6.06,35.97,68.92,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,290,483,69552,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Cottage Grove Ave & Oakwood Blvd""",Medium-Volume Opportunity,551,1,3.15,60.28,68.91,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,83,138,19836,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Halsted St & Roosevelt Rd""",Quality Usage Station,1804,1,5.47,22.84,68.78,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,271,451,64944,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Clybourn Ave""",Quality Usage Station,1415,1,4.58,30.64,68.73,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,212,354,50940,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Elston Ave & Wabansia Ave""",Quality Usage Station,1335,1,4.93,39.02,68.70,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,200,334,48060,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Leland Ave""",Quality Usage Station,1922,1,5.64,29.98,68.58,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,288,481,69192,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wabash Ave & Cermak Rd""",Quality Usage Station,1880,1,6.42,49.27,68.55,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,282,470,67680,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Melrose Ave""",Commuter Station,1305,1,4.42,33.21,68.46,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,196,326,46980,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""May St & Taylor St""",Quality Usage Station,1980,1,6.21,17.94,68.44,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,297,495,71280,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ashland Ave & Augusta Blvd""",Quality Usage Station,1404,1,4.62,21.45,68.43,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,211,351,50544,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Blackstone Ave & Hyde Park Blvd""",Quality Usage Station,1746,1,5.29,31.16,68.41,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,262,437,62856,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Broadway & Ridge Ave""",Quality Usage Station,1600,1,5.11,30.46,68.40,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,240,400,57600,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Talman Ave & Addison St""",Quality Usage Station,1128,1,3.85,35.71,68.36,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,169,282,40608,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Campbell Ave & Fullerton Ave""",Quality Usage Station,1097,1,3.74,39.36,68.36,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,165,274,39492,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Logan Blvd & Elston Ave""",Quality Usage Station,1356,1,4.13,27.50,68.34,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,203,339,48816,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Lincoln Ave & Addison St""",Quality Usage Station,1355,1,4.58,35.17,68.34,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,203,339,48780,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Burnham Greenway & 112th St""",Quality Usage Station,254,1,2.07,72.16,68.33,"Low Investment ($500-2,000/year)",Conversion-Focused Signage + Member Benefits Display + Peer Influence,38,64,9144,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clinton St & Tilden St""",Quality Usage Station,1891,1,5.89,27.28,68.29,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,284,473,68076,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wolcott Ave & Polk St""",Quality Usage Station,1313,1,4.16,14.92,68.26,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,197,328,47268,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Madison St""",Quality Usage Station,1118,1,4.05,39.42,68.24,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,168,280,40248,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Leavitt St & Addison St""",Quality Usage Station,1004,1,3.76,39.72,68.21,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,151,251,36144,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""MLK Jr Dr & 29th St""",Commuter Station,1650,1,5.14,11.48,68.19,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,248,413,59400,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""California Ave & Division St""",Quality Usage Station,1327,1,4.47,37.23,68.17,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,199,332,47772,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Hermitage Ave & Polk St""",Quality Usage Station,1088,1,3.48,17.43,68.09,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,163,272,39168,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Artesian Ave & Hubbard St""",Commuter Station,1300,1,4.09,26.90,68.06,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,195,325,46800,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Richmond St & Diversey Ave""",Quality Usage Station,1043,1,3.71,38.23,68.05,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,156,261,37548,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Wabansia Ave""",Quality Usage Station,1225,1,4.25,32.63,68.01,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,184,306,44100,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Lincoln Ave & Waveland Ave""",Quality Usage Station,1132,1,3.81,26.27,68.01,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,170,283,40752,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Paulina St & Flournoy St""",Quality Usage Station,1443,1,4.48,16.41,68.00,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,216,361,51948,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Laflin St & Cullerton St""",Quality Usage Station,1036,1,3.58,37.29,67.97,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,155,259,37296,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Weekend Night Parking Area B""",Quality Usage Station,208,1,6.12,52.39,67.97,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,31,52,7488,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wood St & Hubbard St""",Quality Usage Station,1345,1,4.57,30.25,67.95,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,202,336,48420,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Museum of Science and Industry""",Quality Usage Station,736,1,7.51,59.93,67.94,"Low Investment ($500-2,000/year)",Weekend Events + Tourist-Focused Signage + Recreational Messaging,110,184,26496,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ravenswood Ave & Berteau Ave""",Quality Usage Station,1091,1,3.88,25.64,67.83,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,164,273,39276,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""California Ave & Altgeld St""",Quality Usage Station,1037,1,3.41,28.29,67.83,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,156,259,37332,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wrigley Events Parking Area""",Quality Usage Station,341,1,9.22,57.50,67.80,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,51,85,12276,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Halsted St & 18th St""",Quality Usage Station,1514,1,4.78,34.65,67.78,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,227,379,54504,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clinton St & Polk St""",Quality Usage Station,619,1,2.56,51.20,67.77,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,93,155,22284,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Paulina St & Montrose Ave""",Quality Usage Station,1358,1,4.34,24.69,67.72,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,204,340,48888,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Central St & Girard Ave""",Quality Usage Station,569,1,2.43,53.93,67.72,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,85,142,20484,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Kimball Ave & Belmont Ave""",Quality Usage Station,1132,1,4.21,39.65,67.64,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,170,283,40752,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ashland Ave & Belle Plaine Ave""",Quality Usage Station,1330,1,4.35,41.14,67.63,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,200,333,47880,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""California Ave & Montrose Ave""",Quality Usage Station,1142,1,4.09,32.46,67.62,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,171,286,41112,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clark St & Schreiber Ave""",Quality Usage Station,1002,1,3.50,35.71,67.61,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,150,251,36072,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Leavitt St & North Ave""",Quality Usage Station,1388,1,4.43,27.89,67.52,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,208,347,49968,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Weekend Night Parking Area A""",Quality Usage Station,279,1,7.75,52.54,67.51,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,42,70,10044,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clinton St & 18th St""",Quality Usage Station,1287,1,4.26,37.90,67.50,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,193,322,46332,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""W Armitage Ave & N Sheffield Ave""",Quality Usage Station,1214,1,4.34,35.71,67.50,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,182,304,43704,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Racine Ave & Randolph St""",Quality Usage Station,1106,1,3.71,30.04,67.50,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,166,277,39816,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Larrabee St & Menomonee St""",Quality Usage Station,1346,1,4.27,25.07,67.39,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,202,337,48456,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clark St & Elmdale Ave""",Quality Usage Station,1256,1,4.09,35.38,67.32,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,188,314,45216,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Campbell Ave & Montrose Ave""",Quality Usage Station,1017,1,3.36,30.28,67.32,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,153,254,36612,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Sheridan Rd & Loyola Ave""",Quality Usage Station,1904,1,5.82,42.14,67.31,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,286,476,68544,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Blue Island Ave & 18th St""",Quality Usage Station,1593,1,4.92,30.41,67.30,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,239,398,57348,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Southport Ave & Clark St""",Quality Usage Station,1489,1,4.80,42.45,67.30,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,223,372,53604,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Throop St & Taylor St""",Quality Usage Station,1605,1,4.95,20.69,67.28,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,241,401,57780,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""State St & 19th St""",Quality Usage Station,1086,1,4.24,37.51,67.28,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,163,272,39096,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Campbell Ave & Augusta Blvd""",Commuter Station,1016,1,3.29,33.56,67.28,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,152,254,36576,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Racine Ave & Congress Pkwy""",Quality Usage Station,1389,1,4.47,19.00,67.20,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,208,347,50004,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Loomis St & Jackson Blvd""",Quality Usage Station,1596,1,4.93,26.19,67.19,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,239,399,57456,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Francisco Ave & Bloomingdale Ave""",Commuter Station,608,1,2.33,50.29,67.16,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,91,152,21888,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clybourn Ave & Division St""",Quality Usage Station,1339,1,4.63,25.00,67.15,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,201,335,48204,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Leavitt St & Division St""",Quality Usage Station,1333,1,4.27,30.67,67.10,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,200,333,47988,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Paulina St & Howard St""",Quality Usage Station,1032,1,3.34,48.89,67.03,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,155,258,37152,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Sunnyside Ave""",Quality Usage Station,1405,1,4.49,36.30,67.02,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,211,351,50580,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Indiana Ave & 26th St""",Quality Usage Station,1180,1,4.04,30.35,67.02,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,177,295,42480,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Kedzie Ave & Palmer Ct""",Quality Usage Station,1630,1,4.87,35.67,67.00,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,245,408,58680,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Morgan Ave & 14th Pl""",Commuter Station,1187,1,3.93,26.87,66.98,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,178,297,42732,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Foster Ave""",Commuter Station,1466,1,4.58,37.26,66.96,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,220,367,52776,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""California Ave & North Ave""",Quality Usage Station,1380,1,4.48,34.78,66.96,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,207,345,49680,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Canal St & Harrison St""",Quality Usage Station,1241,1,4.12,35.84,66.85,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,186,310,44676,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""St. Louis Ave & Fullerton Ave""",Quality Usage Station,1091,1,3.64,33.79,66.82,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,164,273,39276,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Fort Dearborn Dr & 31st St""",Quality Usage Station,1796,1,7.36,48.44,66.81,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,269,449,64656,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Halsted St & Archer Ave""",Quality Usage Station,1024,1,3.52,33.46,66.75,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,154,256,36864,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ellis Ave & 58th St""",Quality Usage Station,1729,1,5.24,19.91,66.71,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,259,432,62244,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Chicago Ave & Washington St""",Quality Usage Station,1157,1,3.88,46.88,66.67,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,174,289,41652,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wentworth Ave & 35th St""",Quality Usage Station,1093,1,3.95,43.74,66.60,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,164,273,39348,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""State St & 95th St""",Quality Usage Station,282,1,1.70,65.43,66.58,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,42,71,10152,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Leavitt St & Lawrence Ave""",Commuter Station,1415,1,4.65,37.01,66.57,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,212,354,50940,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Evanston Civic Center""",Quality Usage Station,889,1,3.15,56.19,66.55,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,133,222,32004,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Emerald Ave & 31st St""",Quality Usage Station,1022,1,3.46,19.83,66.31,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,153,256,36792,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Glenwood Ave & Morse Ave""",Quality Usage Station,1207,1,3.83,29.64,66.30,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,181,302,43452,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Drexel Ave & 60th St""",Quality Usage Station,1107,1,3.67,24.82,66.06,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,166,277,39852,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Claremont Ave & Hirsch St""",Commuter Station,1024,1,3.32,35.58,65.99,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,154,256,36864,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clark St & Lunt Ave""",Commuter Station,1461,1,4.48,36.56,65.75,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,219,365,52596,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Dan Ryan Woods & 83rd St""",Emerging Opportunity,223,1,1.99,85.77,65.70,"Low Investment ($500-2,000/year)",Conversion-Focused Signage + Member Benefits Display + Peer Influence,33,56,8028,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Lake Park Ave & 35th St""",Quality Usage Station,1242,1,4.93,36.05,65.60,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,186,311,44712,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""State St & 33rd St""",Quality Usage Station,1456,1,4.55,9.50,65.23,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,218,364,52416,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ellis Ave & 53rd St""",Quality Usage Station,1579,1,4.60,27.34,65.08,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,237,395,56844,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""University Library (NU)""",Quality Usage Station,1069,1,3.62,45.12,64.81,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,160,267,38484,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Elston Ave & George St""",Quality Usage Station,509,1,2.22,34.49,64.74,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,76,127,18324,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Rockwell St & Fletcher St""",Quality Usage Station,715,1,2.94,40.01,64.73,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,107,179,25740,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Lake St""",Quality Usage Station,810,1,5.87,39.94,64.65,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,122,203,29160,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Wood St & Webster Ave""",Commuter Station,849,1,3.16,30.62,64.60,Minimal Investment ($100-500/year),Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,127,212,30564,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Halsted St & North Branch St""",Quality Usage Station,646,1,2.56,31.47,64.60,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,97,162,23256,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Pulaski Rd & 51st St""",Quality Usage Station,439,1,2.20,58.30,64.54,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,66,110,15804,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Smith Park""",Quality Usage Station,667,1,2.63,31.69,64.51,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,100,167,24012,Low Priority (Q3-Q4 2025),5-15% conversion rate target
STATION_ROI_ANALYSIS,"""Hoyne Ave & Balmoral Ave""",Quality Usage Station,899,1,3.31,35.75,64.50,Minimal Investment ($100-500/year),Community Partnerships + Local Events + Neighborhood Outreach,135,225,32364,Low Priority (Q3-Q4 2025),5-15% conversion rate target
